,100배속,1분여만에,1시간짜리,ebs,가야지,가장,감기,같은,것과,것이,것이다,공부대신,공부하러,공유되고,글에는,글이,달렸다,대표적인,댓글이,듣기,들을,등에서는,등의,빨리,수업,수업을,싫은데,언어,온라인,인터넷,일수는,있다,있도록,자바스크립트,째버리자,채워야,친구들,커뮤니티,코드로,클래스,프로그래밍,하는,학교,해주는
0,0.11995736655180102,0.11995736655180102,0.11995736655180102,0.11995736655180102,0.15772952137002233,0.15772952137002233,0.15772952137002233,0.11995736655180102,0.11995736655180102,0.15772952137002233,0.11995736655180102,0.15772952137002233,0.15772952137002233,0.11995736655180102,0.15772952137002233,0.11995736655180102,0.15772952137002233,0.15772952137002233,0.15772952137002233,0.15772952137002233,0.11995736655180102,0.11995736655180102,0.15772952137002233,0.15772952137002233,0.15772952137002233,0.11995736655180102,0.15772952137002233,0.15772952137002233,0.11995736655180102,0.11995736655180102,0.15772952137002233,0.11995736655180102,0.11995736655180102,0.15772952137002233,0.15772952137002233,0.15772952137002233,0.15772952137002233,0.11995736655180102,0.15772952137002233,0.11995736655180102,0.15772952137002233,0.35987209965540307,0.15772952137002233,0.11995736655180102
1,0.0,0.37796447300922725,0.37796447300922725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.0,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37796447300922725
2,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0
